2.7281	16.7191	0.4363
2.7025	16.6773	0.4363
2.7682	16.8857	0.4363
2.8149	17.0044	0.4363
2.9143	17.1436	0.4363
2.9906	17.1396	0.4363
3.068	17.3109	0.4363
3.1463	17.3816	0.4363
3.2255	17.5606	0.4363
3.3055	17.5877	0.4363
3.3833	17.6899	0.4363
3.4588	17.7035	0.4363
3.508	17.8013	0.4363
3.5799	17.8369	0.4363
3.6491	17.7833	0.4363
3.7156	17.8592	0.4363
3.7803	18.0073	0.4363
3.8426	18.103	0.4363
3.9017	17.8959	0.4363
3.9609	18.3582	0.4363
4.0191	17.9496	0.4363
4.0771	18.5985	0.4363
4.1332	18.4126	0.4363
4.1832	18.8348	0.4363
4.2301	18.4028	0.4363
4.2763	18.9719	0.4363
4.3236	18.7422	0.4363
4.3893	18.8161	0.4363
4.4239	18.9332	0.4363
4.4781	19.27	0.4363
4.5329	19.1896	0.4363
4.6062	18.9177	0.4363
4.6619	19.4401	0.4363
4.7212	19.0581	0.4363
4.786	19.2653	0.4363
4.8563	19.1695	0.4363
4.9302	19.0153	0.4363
5.0039	18.9125	0.4363
5.0937	19.0278	0.4363
5.1785	19.1757	0.4363
5.2657	17.7215	0.4363
5.3401	18.1232	0.4363
5.4013	17.8179	0.4363
5.4558	17.9767	0.4363
5.4909	17.9735	0.4363
5.5424	17.6732	0.4363
5.8187	18.0457	0.4363
5.6873	17.7759	0.4363
5.7125	17.965	0.4363
5.7693	17.8423	0.4363
5.8296	18.2396	0.4363
5.8891	17.9145	0.4363
5.9466	18.3908	0.4363
6.0018	18.2293	0.4363
6.0536	18.8234	0.4363
6.1033	18.5258	0.4363
6.1525	18.9093	0.4363
6.2019	18.6611	0.4363
6.2523	19.1319	0.4363
6.3035	18.9106	0.4363
6.3574	19.3357	0.4363
6.4125	19.1855	0.4363
6.4721	19.4645	0.4363
6.5346	19.2429	0.4363
6.6006	19.6386	0.4363
6.6698	19.1729	0.4363
6.7184	19.0734	0.4363
6.7952	19.2998	0.4363
6.8763	19.4345	0.4363
6.9557	19.268	0.4363
7.0329	19.5056	0.4363
7.1044	19.2038	0.4363
7.1668	19.4417	0.4363
7.2303	19.8006	0.4363
7.2934	19.6162	0.4363
7.3575	19.8489	0.4363
7.4225	19.8194	0.4363
7.4887	20.1175	0.4363
7.5556	19.9229	0.4363
7.6239	20.3061	0.4363
7.6929	20.1241	0.4363
7.7633	20.4875	0.4363
7.8345	20.3115	0.4363
7.9071	20.6715	0.4363
7.9805	20.4966	0.4363
7.9984	20.8513	0.4363
8.2563	20.6829	0.4363
8.2283	21.0283	0.4363
8.3181	20.8662	0.4363
8.4196	21.2035	0.4363
8.5274	21.047	0.4363
8.6373	21.3764	0.4363
8.7481	21.2262	0.4363
8.8228	21.2855	0.4363
8.974	21.4034	0.4363
9.0504	21.4621	0.4363
9.1665	21.7704	0.4363
9.323	21.8807	0.4363
9.4417	21.7525	0.4363
9.5622	22.044	0.4363
9.6837	21.9246	0.4363
9.8069	22.2048	0.4363
9.9312	22.0954	0.4363
10.0572	22.3629	0.4363
10.1842	22.2651	0.4363
10.3129	22.5181	0.4363
10.4428	22.4341	0.4363
10.5743	22.6698	0.4363
10.707	22.6032	0.4363
10.8414	22.8174	0.4363
10.9769	22.7731	0.4363
11.1142	22.9597	0.4363
11.2526	22.9443	0.4363
11.3927	23.0967	0.4363
11.5341	23.1136	0.4363
11.6771	23.2331	0.4363
11.8214	23.2748	0.4363
11.9673	23.3738	0.4363
12.1146	23.4292	0.4363
12.1958	23.5297	0.4363
12.3753	23.6116	0.4363
12.5564	23.6775	0.4363
12.8853	23.754	0.4363
12.9495	23.8224	0.4363
13.1166	23.8956	0.4363
13.2974	23.9648	0.4363
13.4856	24.0359	0.4363
13.6763	24.105	0.4363
13.8686	24.1748	0.4363
14.0624	24.2434	0.4363
14.258	24.312	0.4363
14.4551	24.38	0.4363
14.6539	24.4476	0.4363
14.8543	24.5148	0.4363
15.0564	24.5816	0.4363
15.2601	24.648	0.4363
15.4654	24.7139	0.4363
15.6725	24.7795	0.4363
15.9511	24.8662	0.4363
16.162	24.9308	0.4363
16.3746	24.995	0.4363
16.5889	25.0564	0.4363
16.8051	25.1295	0.4363
17.023	25.1979	0.4363
17.1688	25.2306	0.4363
17.3882	25.3152	0.4363
17.6081	25.3461	0.4363
17.8995	25.3433	0.4363
18.1162	25.1889	0.4363
18.2606	25.0593	0.4363
18.4796	25.4978	0.4363
18.1731	25.2499	0.4363
18.441	25.396	0.4363
18.7115	25.5406	0.4363
18.9809	25.8351	0.4363
19.336	25.7186	0.4363
19.5997	25.4534	0.4363
19.8601	25.4978	0.4363
20.1157	24.9373	0.4363
20.3689	25.3039	0.4363
20.6141	24.4181	0.4363
20.9367	24.7127	0.4363
21.1086	24.1981	0.4363
21.3297	24.4197	0.4363
21.4679	24.2745	0.4363
21.7539	24.1658	0.4363
21.97	24.2094	0.4363
22.1866	24.1351	0.4363
22.4052	24.1276	0.4363
22.6253	24.4063	0.4363
22.8455	24.5402	0.4363
23.0642	24.4289	0.4363
23.2843	24.4416	0.4363
23.5031	24.2914	0.4363
23.7204	24.2972	0.4363
23.938	24.0346	0.4363
24.1577	24.0957	0.4363
24.3806	24.0841	0.4363
24.6072	24.0532	0.4363
24.5278	24.1378	0.4363
24.7927	24.2268	0.4363
25.0777	24.742	0.4363
25.3627	24.5729	0.4363
25.6497	24.9161	0.4363
25.9379	24.8585	0.4363
26.2309	25.0968	0.4363
26.6282	25.4123	0.4363
26.8283	25.4353	0.4363
27.1304	25.077	0.4363
27.4371	25.3948	0.4363
27.7473	25.096	0.4363
28.0622	25.7633	0.4363
28.3796	25.6421	0.4363
28.707	26.0088	0.4363
29.067	25.3178	0.4363
29.372	25.4918	0.4363
29.7013	24.9242	0.4363
30.04	24.9951	0.4363
30.3788	24.2168	0.4363
30.7093	24.061	0.4363
31.0308	23.099	0.4363
31.3487	22.8854	0.4363
31.666	22.4563	0.4363
31.9746	21.8403	0.4363
32.2746	21.5927	0.4363
32.5649	20.7621	0.4363
32.8558	20.2465	0.4363
33.1461	19.7678	0.4363
33.4375	19.2866	0.4363
33.7252	18.8466	0.4363
33.9104	18.6463	0.4363
34.2662	17.7776	0.4363
34.526	17.2999	0.4363
34.7814	16.7329	0.4363
35.0313	16.1082	0.4363
35.2759	15.5727	0.4363
35.5154	14.8024	0.4363
34.9587	14.6678	0.4363
35.2063	14.3397	0.4363
35.4486	14.3931	0.4363
35.6046	14.0301	0.4363
35.8315	13.4118	0.4363
36.0527	12.6762	0.4363
36.2641	11.8634	0.4363
36.5316	11.6199	0.4363
36.722	11.1573	0.4363
36.9076	10.7365	0.4363
37.0874	10.1031	0.4363
37.2633	9.6772	0.4363
37.4381	9.4555	0.4363
37.6118	9.4185	0.4363
37.7843	9.5964	0.4363
37.9015	9.6721	0.4363
38.0718	9.4209	0.4363
38.2346	9.2254	0.4363
38.395	9.0112	0.4363
38.5527	8.7579	0.4363
38.7067	8.5257	0.4363
38.8555	8.319	0.4363
39.0013	8.2689	0.4363
39.1449	8.4241	0.4363
39.2906	8.8371	0.4363
39.434	8.7975	0.4363
39.5693	8.4689	0.4363
39.696	8.2134	0.4363
39.8177	8.1399	0.4363
39.9352	7.9714	0.4363
40.012	7.8665	0.4363
40.1263	7.6959	0.4363
40.2392	7.5379	0.4363
40.35	7.3815	0.4363
40.458	7.2233	0.4363
40.5639	7.1127	0.4363
40.6683	7.059	0.4363
40.774	7.2834	0.4363
40.8836	7.4561	0.4363
40.9955	7.6606	0.4363
41.0697	7.6383	0.4363
41.1794	7.5987	0.4363
41.2874	7.5255	0.4363
41.3924	7.3918	0.4363
41.4934	7.2516	0.4363
41.5909	7.0825	0.4363
41.6853	6.9372	0.4363
41.7781	6.9436	0.4363
41.8711	6.9378	0.4363
41.9327	6.8374	0.4363
42.0236	6.6933	0.4363
42.1428	6.6681	0.4363
42.2332	6.7	0.4363
42.3229	6.6773	0.4363
42.4121	6.6906	0.4363
42.4701	6.6945	0.4363
42.5566	6.752	0.4363
42.6429	6.6822	0.4363
42.729	6.6235	0.4363
42.8145	6.5835	0.4363
42.9571	6.559	0.4363
43.023	6.3959	0.4363
43.0881	6.1688	0.4363
43.1538	6.1013	0.4363
43.2191	5.8913	0.4363
43.2845	5.7973	0.4363
43.3499	5.6358	0.4363
43.4154	5.4602	0.4363
43.4811	5.3333	0.4363
43.5608	5.1015	0.4363
43.5989	5.04	0.4363
43.6552	4.9123	0.4363
43.7118	4.8574	0.4363
43.7871	4.7255	0.4363
43.8435	4.6373	0.4363
43.8994	4.618	0.4363
43.9543	4.4982	0.4363
44.0084	4.4796	0.4363
44.0627	4.4291	0.4363
44.0996	4.4314	0.4363
44.1558	4.4785	0.4363
44.2133	4.5733	0.4363
44.2717	4.7111	0.4363
44.3309	4.8105	0.4363
44.3908	4.9183	0.4363
44.4516	5.0293	0.4363
44.5132	5.1116	0.4363
44.5749	5.1955	0.4363
44.6369	5.3001	0.4363
44.6989	5.3691	0.4363
44.7606	5.4273	0.4363
44.8224	5.608	0.4363
44.8818	5.4307	0.4363
44.9384	5.2572	0.4363
44.9927	5.063	0.4363
45.0465	5.0048	0.4363
45.0977	4.7603	0.4363
45.131	4.7072	0.4363
45.1795	4.5946	0.4363
45.2272	4.5214	0.4363
45.2772	4.5472	0.4363
45.3307	4.6559	0.4363
45.3694	4.8292	0.4363
45.4523	5.1853	0.4363
45.5171	5.1973	0.4363
45.5801	5.1292	0.4363
45.6409	4.9594	0.4363
45.7003	4.931	0.4363
45.7577	4.7886	0.4363
45.8115	4.5829	0.4363
45.861	4.364	0.4363
45.9075	4.2565	0.4363
45.9518	4.127	0.4363
45.9954	4.2545	0.4363
46.0245	4.2662	0.4363
46.0696	4.2497	0.4363
46.1161	4.141	0.4363
46.1621	3.8784	0.4363
46.2051	3.6596	0.4363
46.2317	3.5316	0.4363
46.2685	3.2882	0.4363
46.3017	3.111	0.4363
46.3321	2.998	0.4363
46.3603	2.8191	0.4363
46.3876	2.6989	0.4363
46.4138	2.5584	0.4363
46.4307	2.443	0.4363
46.4564	2.4081	0.4363
46.4852	2.4584	0.4363
46.5158	2.5605	0.4363
46.5484	2.6032	0.4363
46.5822	2.6121	0.4363
46.6161	2.6356	0.4363
46.6502	2.6497	0.4363
46.684	2.6229	0.4363
46.7172	2.6142	0.4363
46.7514	2.6823	0.4363
46.7893	2.7944	0.4363
46.8296	2.8686	0.4363
46.872	2.9687	0.4363
46.9011	3.0322	0.4363
46.9467	3.1381	0.4363
46.9941	3.218	0.4363
47.0437	3.4322	0.4363
47.0937	3.7272	0.4363
47.1458	3.9399	0.4363
47.2003	4.097	0.4363
47.2557	4.2718	0.4363
47.3124	4.4228	0.4363
47.3753	4.7782	0.4363
47.4446	5.0882	0.4363
47.5174	5.2026	0.4363
47.593	5.444	0.4363
47.6443	5.5221	0.4363
47.7459	5.6011	0.4363
47.8208	5.6529	0.4363
47.8707	5.6811	0.4363
47.9458	5.7123	0.4363
48.046	5.6797	0.4363
48.1174	5.6259	0.4363
48.1639	5.5967	0.4363
48.2325	5.5414	0.4363
48.2991	5.3877	0.4363
48.3634	5.2249	0.4363
48.4249	5.0061	0.4363
48.48	4.7255	0.4363
48.5273	4.4095	0.4363
48.5551	4.2427	0.4363
48.5923	4.0324	0.4363
48.6263	3.8252	0.4363
48.6597	3.7253	0.4363
48.6925	3.5507	0.4363
48.7278	3.5947	0.4363
48.7644	3.5135	0.4363
48.8031	3.421	0.4363
48.8299	3.366	0.4363
48.8712	3.2713	0.4363
48.9116	3.1893	0.4363
48.9493	3.006	0.4363
48.9846	2.922	0.4363
49.0168	2.848	0.4363
